CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
19643781930312	Los Angeles	Charter Oak Unified	Arrow High (Continuation)	0	0	0	0	0	0	0	0	0	0	1011
19643781931666	Los Angeles	Charter Oak Unified	Charter Oak High	99	0	13	0	7	5	53	10	0	187	1011
19643781995885	Los Angeles	Charter Oak Unified	Oak Knoll Alternative	0	0	0	0	0	0	0	0	0	0	1011
19643781995927	Los Angeles	Charter Oak Unified	Bridges Community Day	0	0	0	0	0	0	0	0	0	0	1011
19643940000001	Los Angeles	Claremont Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1011
19643941931807	Los Angeles	Claremont Unified	San Antonio High (Continuation)	0	0	0	0	0	0	0	0	0	0	1011
19643941931823	Los Angeles	Claremont Unified	Claremont High	73	1	50	2	9	30	165	7	5	342	1011
19644361931617	Los Angeles	Covina-Valley Unified	Fairvalley High (Continuation)	0	0	0	0	0	0	0	0	0	0	1011
19644361932086	Los Angeles	Covina-Valley Unified	Covina High	43	0	17	2	9	3	14	0	0	88	1011
19644361936418	Los Angeles	Covina-Valley Unified	Northview High	82	0	6	0	6	6	7	0	0	107	1011
19644361938372	Los Angeles	Covina-Valley Unified	South Hills High	95	0	51	2	13	7	46	2	0	216	1011
19644440000001	Los Angeles	Culver City Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1011
19644441932201	Los Angeles	Culver City Unified	Culver City High	49	5	30	4	8	34	53	1	0	184	1011
19644441932656	Los Angeles	Culver City Unified	Culver Park High	0	0	0	0	0	0	0	0	0	0	1011
19644510000001	Los Angeles	Downey Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1011
19644511931625	Los Angeles	Downey Unified	Columbus Continuation	0	0	0	0	0	0	0	0	0	0	1011
19644511932441	Los Angeles	Downey Unified	Downey High	196	0	21	0	6	12	41	0	0	276	1011
19644511939164	Los Angeles	Downey Unified	Warren High	194	0	24	3	11	6	41	0	0	279	1011
19644691932482	Los Angeles	Duarte Unified	Duarte High	64	0	8	0	10	5	13	6	0	106	1011
19644691936079	Los Angeles	Duarte Unified	Mt. Olive Alternative Education	0	0	0	0	0	0	0	0	0	0	1011
19645190000001	Los Angeles	El Monte Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1011
19645191930320	Los Angeles	El Monte Union High	Arroyo High	119	2	90	0	0	1	5	1	0	218	1011
19645191932664	Los Angeles	El Monte Union High	El Monte High	58	0	42	0	0	1	2	2	0	105	1011
19645191932680	Los Angeles	El Monte Union High	Mountain View High	96	0	15	0	0	0	1	1	0	113	1011
19645191937481	Los Angeles	El Monte Union High	Rosemead High	31	0	125	0	0	2	1	2	0	161	1011
19645191938919	Los Angeles	El Monte Union High	Fernando R. Ledesma Continuation High	0	0	0	0	0	0	0	0	0	0	1011
19645191995661	Los Angeles	El Monte Union High	South El Monte High	113	0	4	0	0	0	2	0	0	119	1011
19645191996123	Los Angeles	El Monte Union High	El Monte Union High School Community Day	0	0	0	0	0	0	0	0	0	0	1011
19645270118547	Los Angeles	El Rancho Unified	Eugene A. Obregon	0	0	0	0	0	0	0	0	0	0	1011
19645271932698	Los Angeles	El Rancho Unified	Ruben Salazar Continuation	1	0	0	0	0	0	0	0	0	1	1011
19645271932706	Los Angeles	El Rancho Unified	El Rancho High	245	0	2	1	5	2	5	0	0	260	1011
19645351930353	Los Angeles	El Segundo Unified	Arena High (Continuation)	0	0	0	0	0	0	0	0	0	0	1011
19645351932763	Los Angeles	El Segundo Unified	El Segundo High	43	2	12	0	2	6	84	27	0	176	1011
19645680000001	Los Angeles	Glendale Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1011
19645681932144	Los Angeles	Glendale Unified	Crescenta Valley High	29	1	141	0	10	2	240	1	0	424	1011
19645681933472	Los Angeles	Glendale Unified	Daily (Allan F.) High (Continuation)	0	0	0	0	0	0	0	0	0	0	1011
19645681933530	Los Angeles	Glendale Unified	Glendale High	31	1	33	0	34	2	104	0	0	205	1011
19645681934082	Los Angeles	Glendale Unified	Herbert Hoover High	21	0	30	0	17	1	62	3	0	134	1011
19645681995497	Los Angeles	Glendale Unified	Verdugo Academy	1	0	0	0	0	0	0	0	0	1	1011
19645681996131	Los Angeles	Glendale Unified	Anderson W. Clark Magnet High	11	0	7	0	7	0	120	0	0	145	1011
19645686099022	Los Angeles	Glendale Unified	College View	0	0	0	0	0	0	0	0	0	0	1011
19645761933597	Los Angeles	Glendora Unified	Glendora High	76	1	26	0	9	2	193	8	0	315	1011
19645761939677	Los Angeles	Glendora Unified	Whitcomb Continuation High	1	0	0	0	0	0	1	0	0	2	1011
19645841996305	Los Angeles	Gorman Elementary	Gorman Learning Center	0	0	2	0	0	0	3	0	0	5	1011
19645920100354	Los Angeles	Hawthorne	Hawthorne Math and Science Academy	40	1	9	2	8	7	3	0	0	70	1011
19646000120543	Los Angeles	Hermosa Beach City Elementary	Opportunities for Learning - Hermosa Beach	20	0	1	0	0	11	30	3	0	65	1011
19646000120550	Los Angeles	Hermosa Beach City Elementary	Options for Youth-Hermosa Beach, Inc.	8	0	0	0	0	0	2	0	0	10	1011
19646341934231	Los Angeles	Inglewood Unified	Inglewood High	181	0	1	1	3	192	4	0	1	383	1011
19646341936046	Los Angeles	Inglewood Unified	Morningside High	144	0	0	4	1	85	0	0	1	235	1011
19646341996529	Los Angeles	Inglewood Unified	City Honors College Preparatory Charter	45	0	2	1	1	63	0	0	0	112	1011
19646341996586	Los Angeles	Inglewood Unified	Animo Inglewood Charter High	44	0	0	0	0	15	0	2	0	61	1011
19646590000001	Los Angeles	La Canada Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1011
19646591934611	Los Angeles	La Canada Unified	La Canada High	25	0	79	0	1	0	175	15	4	299	1011
19646830000001	Los Angeles	Las Virgenes Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1011
19646831930080	Los Angeles	Las Virgenes Unified	Agoura High	15	1	24	0	1	3	184	0	0	228	1011
19646831931260	Los Angeles	Las Virgenes Unified	Indian Hills Continuation High	0	0	0	0	0	0	0	0	0	0	1011
19646831931781	Los Angeles	Las Virgenes Unified	Calabasas High	9	0	25	0	4	3	220	1	0	262	1011
19646911996438	Los Angeles	Lawndale Elementary	Environmental Charter High	57	0	5	0	5	13	6	0	0	86	1011
19647090100602	Los Angeles	Lennox	Lennox Mathematics, Science and Technology Academy	102	0	0	0	0	0	0	0	0	102	1011
19647091996313	Los Angeles	Lennox	Animo Leadership High	83	0	1	0	0	0	1	0	0	85	1011
19647250000000	Los Angeles	Long Beach Unified	District Office	0	0	0	0	0	0	0	0	0	0	1011
19647250000001	Los Angeles	Long Beach Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1011
19647251930411	Los Angeles	Long Beach Unified	Avalon K-12	13	0	0	0	0	0	6	0	0	19	1011
19647251934470	Los Angeles	Long Beach Unified	Jordan High	104	0	14	4	7	38	4	0	0	171	1011
19647251934678	Los Angeles	Long Beach Unified	Lakewood High	118	2	55	2	22	46	100	2	1	348	1011
19647251935758	Los Angeles	Long Beach Unified	Millikan High	174	0	27	4	21	28	127	1	2	384	1011
19647251936947	Los Angeles	Long Beach Unified	Polytechnic High	123	0	145	12	64	122	106	4	4	580	1011
19647251937176	Los Angeles	Long Beach Unified	Reid High	0	0	0	0	0	1	0	0	0	1	1011
19647251939875	Los Angeles	Long Beach Unified	Wilson High	147	3	46	3	22	29	193	2	0	445	1011
19647251995539	Los Angeles	Long Beach Unified	California Academy of Mathematics and Science	56	0	27	2	24	22	16	0	0	147	1011
19647251995570	Los Angeles	Long Beach Unified	Educational Partnership High	1	0	0	0	0	0	0	0	0	1	1011
19647251995935	Los Angeles	Long Beach Unified	Cabrillo High	103	0	10	6	39	22	4	1	0	185	1011
19647251996503	Los Angeles	Long Beach Unified	Renaissance High School for the Arts	18	1	1	0	0	13	10	0	0	43	1011
19647330000001	Los Angeles	Los Angeles Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1011
19647330100677	Los Angeles	Los Angeles Unified	High Tech LA	12	0	3	0	2	0	18	0	0	35	1011
19647330100750	Los Angeles	Los Angeles Unified	Wallis Annenberg High	23	0	0	0	0	0	0	0	69	92	1011
19647330100776	Los Angeles	Los Angeles Unified	North Valley Charter Academy	18	1	1	0	3	2	4	2	0	31	1011
19647330100800	Los Angeles	Los Angeles Unified	Central City Value	27	0	2	0	0	0	0	0	5	34	1011
19647330101196	Los Angeles	Los Angeles Unified	View Park Preparatory Accelerated High	5	0	0	2	0	72	0	0	3	82	1011
19647330101329	Los Angeles	Los Angeles Unified	William J. Johnston Community Day	0	0	0	0	0	0	0	0	0	0	1011
19647330101659	Los Angeles	Los Angeles Unified	Crenshaw Arts-Technology Charter High	1	0	0	0	0	33	0	0	0	34	1011
19647330101675	Los Angeles	Los Angeles Unified	Animo Oscar De La Hoya Charter High	71	0	0	0	0	0	0	0	0	71	1011
19647330101683	Los Angeles	Los Angeles Unified	Renaissance Arts Academy	14	0	0	0	0	1	6	0	0	21	1011
19647330102137	Los Angeles	Los Angeles Unified	Aggeler Community Day	0	0	0	0	0	0	0	0	0	0	1011
19647330102434	Los Angeles	Los Angeles Unified	Animo South Los Angeles Charter	42	0	0	0	0	39	1	0	0	82	1011
19647330102541	Los Angeles	Los Angeles Unified	New Designs Charter	14	0	0	0	1	18	1	0	0	34	1011
19647330102764	Los Angeles	Los Angeles Unified	Richard A. Alonzo Community Day	3	0	0	0	0	0	0	0	0	3	1011
19647330102913	Los Angeles	Los Angeles Unified	Middle College High	39	0	0	0	0	22	0	0	0	61	1011
19647330102921	Los Angeles	Los Angeles Unified	Harbor Teacher Preparation Academy	0	0	0	0	0	0	0	0	0	0	1011
19647330106351	Los Angeles	Los Angeles Unified	Ivy Academia	11	0	2	0	0	0	11	3	0	27	1011
19647330106435	Los Angeles	Los Angeles Unified	Camino Nuevo Charter High	87	0	0	0	0	0	2	0	4	93	1011
19647330106831	Los Angeles	Los Angeles Unified	Animo Venice Charter High	24	0	2	0	0	4	3	0	1	34	1011
19647330106849	Los Angeles	Los Angeles Unified	Animo Pat Brown	82	0	0	0	0	3	0	0	0	85	1011
19647330106864	Los Angeles	Los Angeles Unified	Alliance Gertz-Ressler High	80	0	2	0	0	9	0	0	0	91	1011
19647330106997	Los Angeles	Los Angeles Unified	Orthopaedic Hospital	63	0	0	0	0	5	0	0	0	68	1011
19647330107003	Los Angeles	Los Angeles Unified	Northridge Academy High	20	0	5	0	7	2	8	0	0	42	1011
19647330107011	Los Angeles	Los Angeles Unified	International Studies Learning Center	12	0	0	0	0	0	0	0	0	12	1011
19647330107755	Los Angeles	Los Angeles Unified	Port of Los Angeles High	12	0	1	1	1	2	9	0	0	26	1011
19647330108878	Los Angeles	Los Angeles Unified	CHAMPS - Charter HS of Arts-Multimedia & Performin	19	0	2	0	1	6	72	9	2	111	1011
19647330108894	Los Angeles	Los Angeles Unified	Alliance Judy Ivie Burton Technology Academy High	108	0	0	0	0	26	0	0	1	135	1011
19647330108936	Los Angeles	Los Angeles Unified	Alliance Huntington Park College-Ready Academy Hig	115	0	0	1	0	0	0	0	0	116	1011
19647330109322	Los Angeles	Los Angeles Unified	Pacific Boulevard	0	0	0	0	0	0	0	0	0	0	1011
19647330109447	Los Angeles	Los Angeles Unified	Santee Education Complex	62	0	0	0	0	2	0	0	0	64	1011
19647330109454	Los Angeles	Los Angeles Unified	South East High	177	0	0	0	0	0	0	0	1	178	1011
19647330109462	Los Angeles	Los Angeles Unified	Maywood Academy High	89	0	0	0	0	0	0	0	0	89	1011
19647330109512	Los Angeles	Los Angeles Unified	Cal Burke High	0	0	0	0	0	0	0	0	0	0	1011
19647330109553	Los Angeles	Los Angeles Unified	CA Academy for Liberal Studies Early College High	54	0	0	0	1	2	1	0	0	58	1011
19647330109876	Los Angeles	Los Angeles Unified	Community Charter Early College High	120	0	0	0	1	4	0	0	0	125	1011
19647330110668	Los Angeles	Los Angeles Unified	Frida Kahlo High	0	0	0	0	0	0	0	0	0	0	1011
19647330111484	Los Angeles	Los Angeles Unified	New Village Charter High	6	0	0	0	0	0	0	0	0	6	1011
19647330111492	Los Angeles	Los Angeles Unified	Alliance College-Ready Academy High No. 5	106	0	0	0	0	10	0	0	1	117	1011
19647330111500	Los Angeles	Los Angeles Unified	Alliance Dr. Olga Mohan High	93	0	0	0	0	6	1	0	0	100	1011
19647330111575	Los Angeles	Los Angeles Unified	Animo Ralph Bunche High	56	0	0	0	0	1	0	0	0	57	1011
19647330111583	Los Angeles	Los Angeles Unified	Animo Jackie Robinson High	96	0	0	0	0	16	0	0	1	113	1011
19647330111617	Los Angeles	Los Angeles Unified	Animo Locke Technology High	31	0	0	0	0	20	0	0	0	51	1011
19647330111625	Los Angeles	Los Angeles Unified	Animo Watts College Preparatory Academy	10	0	0	0	0	3	0	0	0	13	1011
19647330111641	Los Angeles	Los Angeles Unified	Alliance William and Carol Ouchi Academy High	80	0	0	0	0	9	0	0	0	89	1011
19647330111658	Los Angeles	Los Angeles Unified	Alliance Marc & Eva Stern Math and Science	82	0	1	0	0	0	0	0	0	83	1011
19647330112029	Los Angeles	Los Angeles Unified	Miguel Contreras Learning Complex	30	0	1	0	0	0	0	0	0	31	1011
19647330112037	Los Angeles	Los Angeles Unified	East Valley Senior High	28	0	0	0	0	0	3	0	0	31	1011
19647330112045	Los Angeles	Los Angeles Unified	Arleta High	121	1	1	0	4	3	2	0	0	132	1011
19647330112052	Los Angeles	Los Angeles Unified	Panorama High	57	0	2	0	12	2	3	0	0	76	1011
19647330112508	Los Angeles	Los Angeles Unified	Bright Star Secondary Charter Academy	19	0	1	0	0	1	0	0	0	21	1011
19647330112540	Los Angeles	Los Angeles Unified	Lou Dantzler Preparatory Charter High	0	0	0	1	0	60	0	0	12	73	1011
19647330112557	Los Angeles	Los Angeles Unified	Frederick Douglass Academy High	6	0	0	0	0	58	0	0	9	73	1011
19647330112862	Los Angeles	Los Angeles Unified	Student Empowerment Academy	0	0	0	0	0	0	0	0	0	0	1011
19647330112870	Los Angeles	Los Angeles Unified	Los Angeles School of Global Studies	25	0	2	0	1	0	0	0	0	28	1011
19647330114850	Los Angeles	Los Angeles Unified	West Adams Preparatory High	169	1	0	0	1	10	0	0	0	181	1011
19647330114942	Los Angeles	Los Angeles Unified	Alliance College-Ready Academy High No. 7	49	0	0	0	0	23	0	0	1	73	1011
19647330115253	Los Angeles	Los Angeles Unified	Discovery Charter Preparatory No. 2	43	0	0	0	0	1	1	0	0	45	1011
19647330117051	Los Angeles	Los Angeles Unified	Edward R. Roybal Learning Center	49	0	1	0	8	1	0	0	0	59	1011
19647330117069	Los Angeles	Los Angeles Unified	Helen Bernstein High	32	0	3	0	4	1	2	0	0	42	1011
19647330117077	Los Angeles	Los Angeles Unified	APEX Academy	13	0	0	0	1	0	0	0	0	14	1011
19647330117721	Los Angeles	Los Angeles Unified	Academic Leadership Community	25	2	0	0	0	0	0	0	0	27	1011
19647330117739	Los Angeles	Los Angeles Unified	CIVITAS School of Leadership	23	0	0	0	1	0	0	0	0	24	1011
19647330117747	Los Angeles	Los Angeles Unified	Los Angeles High School of the Arts (LAHSA)	1	0	0	0	1	0	0	0	0	2	1011
19647330117754	Los Angeles	Los Angeles Unified	Los Angeles Teachers Preparatory Academy	4	0	0	0	0	0	0	0	0	4	1011
19647330117762	Los Angeles	Los Angeles Unified	School for the Visual Arts and Humanities	3	0	1	0	4	0	0	0	0	8	1011
19647330119651	Los Angeles	Los Angeles Unified	Sun Valley High	29	0	1	0	0	0	0	0	0	30	1011
19647330119719	Los Angeles	Los Angeles Unified	School of Engineering and Technology	18	0	0	0	0	0	0	0	0	18	1011
19647330119727	Los Angeles	Los Angeles Unified	Ramon C. Cortines School of Visual and Performing	15	1	7	0	1	6	4	0	0	34	1011
19647330119966	Los Angeles	Los Angeles Unified	School of Math and Science	11	0	0	0	0	0	0	0	0	11	1011
19647330120360	Los Angeles	Los Angeles Unified	Daniel Pearl Journalism & Communications Magnet	14	0	1	0	0	3	4	0	0	22	1011
19647330122275	Los Angeles	Los Angeles Unified	Academy of Environmental & Social Policy (ESP) at	17	0	0	0	0	0	0	0	0	17	1011
19647330122283	Los Angeles	Los Angeles Unified	School of Law & Government at Roosevelt High	15	0	0	0	0	0	0	0	0	15	1011
19647330122291	Los Angeles	Los Angeles Unified	Humanitas Art School at Roosevelt High	18	0	0	0	0	0	0	0	0	18	1011
19647330122309	Los Angeles	Los Angeles Unified	School of Science, Technology, Engineering & Math	15	0	0	0	0	0	0	0	0	15	1011
19647330122325	Los Angeles	Los Angeles Unified	Academy of Medical & Health Sciences at Roosevelt	24	0	0	0	1	0	0	0	0	25	1011
19647330122333	Los Angeles	Los Angeles Unified	Math, Science, & Technology Magnet Academy at Roos	28	1	0	0	0	0	0	0	0	29	1011
19647330122762	Los Angeles	Los Angeles Unified	Los Angeles Big Picture High	22	0	0	0	0	2	0	1	0	25	1011
19647331930064	Los Angeles	Los Angeles Unified	William Tell Aggeler Opportunity High	0	0	0	0	0	0	0	0	0	0	1011
19647331930296	Los Angeles	Los Angeles Unified	Harris Newmark Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331930387	Los Angeles	Los Angeles Unified	Central High	1	0	0	0	0	1	0	0	0	2	1011
19647331930403	Los Angeles	Los Angeles Unified	Whitney Young Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331930429	Los Angeles	Los Angeles Unified	View Park Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331930486	Los Angeles	Los Angeles Unified	Moneta Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331930551	Los Angeles	Los Angeles Unified	San Antonio Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331930577	Los Angeles	Los Angeles Unified	Pueblo de Los Angeles Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331930619	Los Angeles	Los Angeles Unified	Harold McAlister High (Opportunity)	2	0	0	0	0	0	0	0	0	2	1011
19647331930650	Los Angeles	Los Angeles Unified	Phineas Banning Senior High	127	0	0	0	6	4	0	0	0	137	1011
19647331930692	Los Angeles	Los Angeles Unified	Thomas Riley High	0	0	0	0	0	0	0	0	0	0	1011
19647331930734	Los Angeles	Los Angeles Unified	Angel's Gate (Continuation)	0	0	0	0	0	0	0	0	0	0	1011
19647331930783	Los Angeles	Los Angeles Unified	Phoenix Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331930791	Los Angeles	Los Angeles Unified	Mt. Lukens Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331930866	Los Angeles	Los Angeles Unified	Bell Senior High	160	0	1	0	2	0	4	0	0	167	1011
19647331930924	Los Angeles	Los Angeles Unified	Belmont Senior High	35	0	3	0	4	0	0	0	0	42	1011
19647331930940	Los Angeles	Los Angeles Unified	John R. Wooden High	0	0	0	0	0	0	0	0	0	0	1011
19647331930973	Los Angeles	Los Angeles Unified	Simon Rodia Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331931047	Los Angeles	Los Angeles Unified	Birmingham Community Charter High	217	1	9	5	6	25	35	0	0	298	1011
19647331931336	Los Angeles	Los Angeles Unified	Cheviot Hills Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331931377	Los Angeles	Los Angeles Unified	Amelia Earhart Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331931385	Los Angeles	Los Angeles Unified	Albert Einstein Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331931393	Los Angeles	Los Angeles Unified	Highland Park Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331931419	Los Angeles	Los Angeles Unified	Miguel Leonis Continuation	1	0	0	0	0	1	0	0	0	2	1011
19647331931435	Los Angeles	Los Angeles Unified	Robert H. Lewis Continuation	1	0	0	0	0	0	0	0	0	1	1011
19647331931450	Los Angeles	Los Angeles Unified	Jack London Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331931468	Los Angeles	Los Angeles Unified	Metropolitan Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331931476	Los Angeles	Los Angeles Unified	Canoga Park Senior High	57	2	8	0	1	0	5	0	0	73	1011
19647331931484	Los Angeles	Los Angeles Unified	Mission Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331931500	Los Angeles	Los Angeles Unified	Owensmouth Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331931518	Los Angeles	Los Angeles Unified	George S. Patton Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331931526	Los Angeles	Los Angeles Unified	Carson Senior High	42	0	4	4	50	23	4	0	0	127	1011
19647331931534	Los Angeles	Los Angeles Unified	Will Rogers Continuation	1	0	0	0	0	0	0	0	0	1	1011
19647331931559	Los Angeles	Los Angeles Unified	Stoney Point Continuation	1	0	0	0	0	0	0	0	0	1	1011
19647331931633	Los Angeles	Los Angeles Unified	Diane S. Leichman Special Education Center	6	0	0	0	0	0	3	0	0	9	1011
19647331931658	Los Angeles	Los Angeles Unified	Frank Lanterman	0	0	0	0	0	0	0	0	0	0	1011
19647331931682	Los Angeles	Los Angeles Unified	Zane Grey Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331931690	Los Angeles	Los Angeles Unified	Independence Continuation	1	0	0	0	0	0	0	0	0	1	1011
19647331931708	Los Angeles	Los Angeles Unified	Chatsworth Senior High	42	0	64	1	16	9	41	1	0	174	1011
19647331931716	Los Angeles	Los Angeles Unified	Valley Alternative Magnet	6	1	2	0	0	0	7	0	0	16	1011
19647331931856	Los Angeles	Los Angeles Unified	Whitman Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331931864	Los Angeles	Los Angeles Unified	Grover Cleveland High	109	3	74	0	17	17	44	0	0	264	1011
19647331931930	Los Angeles	Los Angeles Unified	Avalon High	1	0	0	0	0	0	0	0	0	1	1011
19647331931955	Los Angeles	Los Angeles Unified	Ellington (Duke) High (Continuation)	0	0	0	0	0	0	0	0	0	0	1011
19647331931971	Los Angeles	Los Angeles Unified	John Hope Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331931989	Los Angeles	Los Angeles Unified	Monterey Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331931997	Los Angeles	Los Angeles Unified	Odyssey Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331932128	Los Angeles	Los Angeles Unified	Crenshaw Senior High	24	0	0	0	0	43	0	0	0	67	1011
19647331932250	Los Angeles	Los Angeles Unified	Henry David Thoreau Continuation	1	0	0	0	0	0	0	0	0	1	1011
19647331932318	Los Angeles	Los Angeles Unified	Eagle Tree Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331932334	Los Angeles	Los Angeles Unified	Jane Addams Continuation	1	0	0	0	0	0	0	0	0	1	1011
19647331932342	Los Angeles	Los Angeles Unified	Evergreen Continuation	1	0	0	0	0	0	0	0	0	1	1011
19647331932383	Los Angeles	Los Angeles Unified	Susan Miller Dorsey Senior High	26	0	0	1	0	37	0	0	0	64	1011
19647331932391	Los Angeles	Los Angeles Unified	West Hollywood Opportunity	0	0	0	0	0	0	0	0	0	0	1011
19647331932540	Los Angeles	Los Angeles Unified	Eagle Rock High	70	2	12	0	45	1	12	0	0	142	1011
19647331932623	Los Angeles	Los Angeles Unified	El Camino Real Charter High	149	6	78	1	36	32	340	2	0	644	1011
19647331932821	Los Angeles	Los Angeles Unified	Boyle Heights Continuation	0	0	0	0	0	0	0	0	0	0	1011
19647331932847	Los Angeles	Los Angeles Unified	Los Angeles Center for Enriched Studies	28	3	41	0	3	23	44	0	0	142	1011
19647331932888	Los Angeles	Los Angeles Unified	Downtown Business High	38	0	14	0	6	2	0	0	0	60	1011
19647331932920	Los Angeles	Los Angeles Unified	Fairfax Senior High	59	0	44	0	4	12	5	0	0	124	1011
19647331932987	Los Angeles	Los Angeles Unified	John H. Francis Polytechnic	245	2	12	0	15	4	8	0	0	286	1011
19647331933001	Los Angeles	Los Angeles Unified	King/Drew Medical Magnet High	66	1	2	0	0	107	0	0	0	176	1011
19647331933043	Los Angeles	Los Angeles Unified	Benjamin Franklin Senior High	100	0	9	0	9	1	2	0	0	121	1011
19647331933118	Los Angeles	Los Angeles Unified	John C. Fremont Senior High	123	0	0	0	0	7	0	0	0	130	1011
19647331933233	Los Angeles	Los Angeles Unified	Sherman Oaks Center for Enriched Studies	21	0	15	0	2	1	34	0	0	73	1011
19647331933241	Los Angeles	Los Angeles Unified	Gardena Senior High	42	0	11	1	4	18	0	0	0	76	1011
19647331933381	Los Angeles	Los Angeles Unified	James A. Garfield Senior High	151	0	0	0	0	0	0	0	0	151	1011
19647331933746	Los Angeles	Los Angeles Unified	Granada Hills Charter High	157	4	160	3	31	19	228	0	0	602	1011
19647331933795	Los Angeles	Los Angeles Unified	Ulysses S. Grant Senior High	41	0	7	1	3	3	36	0	0	91	1011
19647331933852	Los Angeles	Los Angeles Unified	Alexander Hamilton Senior High	71	0	13	0	2	49	63	0	0	198	1011
19647331934033	Los Angeles	Los Angeles Unified	Hollywood Senior High	68	1	5	0	13	1	11	0	0	99	1011
19647331934157	Los Angeles	Los Angeles Unified	Huntington Park Senior High	92	0	0	0	0	0	1	0	0	93	1011
19647331934371	Los Angeles	Los Angeles Unified	Thomas Jefferson Senior High	53	0	0	0	0	1	0	0	0	54	1011
19647331934454	Los Angeles	Los Angeles Unified	David Starr Jordan Senior High	23	0	0	0	0	2	0	0	0	25	1011
19647331935121	Los Angeles	Los Angeles Unified	Abraham Lincoln Senior High	85	0	60	0	3	0	3	0	0	151	1011
19647331935154	Los Angeles	Los Angeles Unified	Alain Leroy Locke 3 College Preparatory Academy	129	0	0	0	0	54	0	0	0	183	1011
19647331935352	Los Angeles	Los Angeles Unified	Los Angeles Senior High	43	0	10	0	3	3	1	0	0	60	1011
19647331935519	Los Angeles	Los Angeles Unified	Manual Arts Senior High	134	0	1	0	0	20	0	0	0	155	1011
19647331935568	Los Angeles	Los Angeles Unified	John Marshall Senior High	125	0	65	2	36	2	25	0	0	255	1011
19647331935717	Los Angeles	Los Angeles Unified	Joaquin Miller Career and Transition Center	1	0	0	0	0	0	1	0	0	2	1011
19647331935865	Los Angeles	Los Angeles Unified	James Monroe High	70	1	11	1	13	4	8	0	0	108	1011
19647331936160	Los Angeles	Los Angeles Unified	Nathaniel Narbonne Senior High	87	0	19	1	26	14	19	0	0	166	1011
19647331936350	Los Angeles	Los Angeles Unified	North Hollywood Senior High	116	1	27	0	6	7	57	0	0	214	1011
19647331937085	Los Angeles	Los Angeles Unified	Ramona Opportunity High	0	0	0	0	0	0	0	0	0	0	1011
19647331937226	Los Angeles	Los Angeles Unified	Reseda Senior High	87	1	9	0	9	5	12	0	0	123	1011
19647331937424	Los Angeles	Los Angeles Unified	School of Communications, New Media and Technology	22	0	0	0	0	0	0	0	0	22	1011
19647331937622	Los Angeles	Los Angeles Unified	San Fernando Senior High	94	1	1	0	1	0	1	0	0	98	1011
19647331937838	Los Angeles	Los Angeles Unified	San Pedro Senior High	92	1	4	0	2	6	37	0	0	142	1011
19647331938307	Los Angeles	Los Angeles Unified	South Gate Senior High	257	1	1	0	0	0	2	0	0	261	1011
19647331938554	Los Angeles	Los Angeles Unified	Sylmar Senior High	190	2	1	0	2	3	2	0	0	200	1011
19647331938612	Los Angeles	Los Angeles Unified	William Howard Taft Senior High	14	1	5	0	1	6	44	0	0	71	1011
