CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
19642871996479	Los Angeles	Baldwin Park Unified	Opportunities for Learning - Baldwin Park	69	8	0	2	3	4	21	9	10	126	1617
19642951930700	Los Angeles	Bassett Unified	Bassett Senior High	83	0	9	0	1	1	2	0	0	96	1617
19642951936491	Los Angeles	Bassett Unified	Nueva Vista Continuation High	1	0	0	0	0	0	0	0	0	1	1617
19643031930775	Los Angeles	Bellflower Unified	Bellflower High	74	0	12	0	11	12	6	2	0	117	1617
19643031935618	Los Angeles	Bellflower Unified	Mayfair High	112	1	19	1	28	32	41	5	0	239	1617
19643031938190	Los Angeles	Bellflower Unified	Somerset Continuation High	0	0	0	0	0	0	0	0	0	0	1617
19643110000001	Los Angeles	Beverly Hills Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
19643111930981	Los Angeles	Beverly Hills Unified	Beverly Hills High	11	0	37	0	2	4	173	4	0	231	1617
19643111931021	Los Angeles	Beverly Hills Unified	Moreno High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
19643290000001	Los Angeles	Bonita Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
19643291931088	Los Angeles	Bonita Unified	Bonita High	130	2	19	2	12	6	103	28	11	313	1617
19643291937598	Los Angeles	Bonita Unified	Chaparral High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
19643291937739	Los Angeles	Bonita Unified	San Dimas High	74	1	8	0	11	1	55	15	4	169	1617
19643370000001	Los Angeles	Burbank Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
19643370131573	Los Angeles	Burbank Unified	Burbank Unified Independent Learning Academy (BUIL	0	0	0	0	0	0	0	0	0	0	1617
19643371931187	Los Angeles	Burbank Unified	Burbank High	70	0	26	0	20	8	189	10	4	327	1617
19643371931237	Los Angeles	Burbank Unified	Burroughs High	120	0	21	0	12	5	138	8	2	306	1617
19643371933332	Los Angeles	Burbank Unified	Monterey High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
19643371995877	Los Angeles	Burbank Unified	Magnolia Park	0	0	0	0	0	0	0	0	0	0	1617
19643371996099	Los Angeles	Burbank Unified	Options for Youth-Burbank Charter	7	0	0	0	0	2	6	0	3	18	1617
19643371996230	Los Angeles	Burbank Unified	Burbank USD Community Day	0	0	0	0	0	0	0	0	0	0	1617
19643520000001	Los Angeles	Centinela Valley Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
19643520118521	Los Angeles	Centinela Valley Union High	Centinela Valley Independent Study	0	0	0	0	0	0	0	0	0	0	1617
19643520128488	Los Angeles	Centinela Valley Union High	Family First Charter	43	0	0	1	0	17	7	0	11	79	1617
19643520128496	Los Angeles	Centinela Valley Union High	New Opportunities Charter	29	0	0	0	0	10	3	1	9	52	1617
19643521930239	Los Angeles	Centinela Valley Union High	R. K. Lloyde High	0	0	0	0	0	0	0	0	0	0	1617
19643521933951	Los Angeles	Centinela Valley Union High	Hawthorne High	81	0	0	0	2	11	1	6	0	101	1617
19643521934926	Los Angeles	Centinela Valley Union High	Lawndale High	145	0	9	1	4	38	5	8	0	210	1617
19643521935048	Los Angeles	Centinela Valley Union High	Leuzinger High	132	1	23	4	8	39	2	6	0	215	1617
19643780000001	Los Angeles	Charter Oak Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
19643781930312	Los Angeles	Charter Oak Unified	Arrow High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
19643781931666	Los Angeles	Charter Oak Unified	Charter Oak High	97	2	12	0	7	7	51	2	0	178	1617
19643781995885	Los Angeles	Charter Oak Unified	Oak Knoll Alternative	0	0	0	0	0	0	0	0	0	0	1617
19643941931807	Los Angeles	Claremont Unified	San Antonio High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
19643941931823	Los Angeles	Claremont Unified	Claremont High	160	0	61	0	8	29	153	20	16	447	1617
19644361931617	Los Angeles	Covina-Valley Unified	Fairvalley High (Continuation)	0	0	0	0	0	0	0	0	0	0	1617
19644361932086	Los Angeles	Covina-Valley Unified	Covina High	168	1	20	0	10	6	18	1	4	228	1617
19644361936418	Los Angeles	Covina-Valley Unified	Northview High	155	1	8	3	7	6	24	1	15	220	1617
19644361938372	Los Angeles	Covina-Valley Unified	South Hills High	138	1	33	0	8	4	41	1	17	243	1617
19644440000001	Los Angeles	Culver City Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
19644440128322	Los Angeles	Culver City Unified	Culver City Unified School District iAcademy	0	0	0	0	0	0	0	0	0	0	1617
19644441932201	Los Angeles	Culver City Unified	Culver City High	103	1	45	1	6	65	87	3	0	311	1617
19644441932656	Los Angeles	Culver City Unified	Culver Park High	0	0	0	0	0	0	0	0	0	0	1617
19644510000001	Los Angeles	Downey Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
19644511931625	Los Angeles	Downey Unified	Columbus Continuation	1	0	0	0	0	0	0	0	0	1	1617
19644511932441	Los Angeles	Downey Unified	Downey High	441	0	16	2	10	13	26	4	0	512	1617
19644511939164	Los Angeles	Downey Unified	Warren High	433	2	5	0	7	7	20	2	0	476	1617
19644690128736	Los Angeles	Duarte Unified	Opportunities for Learning - Duarte	21	0	1	0	0	0	3	3	9	37	1617
19644691932482	Los Angeles	Duarte Unified	Duarte High	52	1	1	0	11	4	10	1	1	81	1617
19644691936079	Los Angeles	Duarte Unified	Mt. Olive Innovation and Technology High	0	0	0	0	0	0	0	0	0	0	1617
19645190000001	Los Angeles	El Monte Union High	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
19645191930320	Los Angeles	El Monte Union High	Arroyo High	118	0	123	0	4	1	7	0	0	253	1617
19645191932664	Los Angeles	El Monte Union High	El Monte High	103	0	42	0	0	0	0	0	0	145	1617
19645191932680	Los Angeles	El Monte Union High	Mountain View High	86	0	7	0	0	0	0	1	0	94	1617
19645191937481	Los Angeles	El Monte Union High	Rosemead High	52	0	147	0	0	1	2	1	0	203	1617
19645191938919	Los Angeles	El Monte Union High	Fernando R. Ledesma Continuation High	0	0	0	0	0	0	0	0	0	0	1617
19645191995661	Los Angeles	El Monte Union High	South El Monte High	62	0	7	0	0	0	0	0	0	69	1617
19645191996123	Los Angeles	El Monte Union High	El Monte Union High School Community Day	0	0	0	0	0	0	0	0	0	0	1617
19645270000000	Los Angeles	El Rancho Unified	District Office	1	0	0	0	0	0	0	0	0	1	1617
19645271932698	Los Angeles	El Rancho Unified	Ruben Salazar Continuation	0	0	0	0	0	0	0	0	0	0	1617
19645271932706	Los Angeles	El Rancho Unified	El Rancho High	285	0	0	0	3	1	2	0	0	291	1617
19645351930353	Los Angeles	El Segundo Unified	Arena High (Continuation)	0	0	1	0	0	0	2	0	0	3	1617
19645351932763	Los Angeles	El Segundo Unified	El Segundo High	44	0	13	0	8	7	106	19	0	197	1617
19645680000001	Los Angeles	Glendale Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
19645681932144	Los Angeles	Glendale Unified	Crescenta Valley High	56	0	139	1	21	5	222	2	0	446	1617
19645681933472	Los Angeles	Glendale Unified	Daily (Allan F.) High (Continuation)	0	0	0	0	0	0	1	0	0	1	1617
19645681933530	Los Angeles	Glendale Unified	Glendale High	56	0	12	0	39	3	84	2	0	196	1617
19645681934082	Los Angeles	Glendale Unified	Herbert Hoover High	22	0	11	0	12	5	70	1	0	121	1617
19645681995497	Los Angeles	Glendale Unified	Verdugo Academy	1	0	3	0	1	0	7	0	0	12	1617
19645681996131	Los Angeles	Glendale Unified	Anderson W. Clark Magnet High	16	0	13	0	10	0	148	1	0	188	1617
19645761933597	Los Angeles	Glendora Unified	Glendora High	116	1	41	0	16	2	185	17	0	378	1617
19645761939677	Los Angeles	Glendora Unified	Whitcomb Continuation High	0	0	0	0	0	0	0	0	0	0	1617
19645841996305	Los Angeles	Gorman Joint	Gorman Learning Center	1	0	2	0	0	0	2	0	0	5	1617
19645920100354	Los Angeles	Hawthorne	Hawthorne Math and Science Academy	72	0	5	0	5	8	7	1	0	98	1617
19646340000001	Los Angeles	Inglewood Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
19646341934231	Los Angeles	Inglewood Unified	Inglewood High	41	0	0	0	0	14	0	0	0	55	1617
19646341936046	Los Angeles	Inglewood Unified	Morningside High School	19	0	1	0	0	10	0	0	0	30	1617
19646341996529	Los Angeles	Inglewood Unified	City Honors College Preparatory Academy	12	0	0	0	0	16	0	0	0	28	1617
19646341996586	Los Angeles	Inglewood Unified	Animo Inglewood Charter High	88	0	0	0	0	11	0	2	0	101	1617
19646590000001	Los Angeles	La Canada Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
19646591934611	Los Angeles	La Canada Unified	La Canada High	21	0	66	0	1	3	140	14	0	245	1617
19646831930080	Los Angeles	Las Virgenes Unified	Agoura High	17	1	26	0	2	3	214	8	0	271	1617
19646831931260	Los Angeles	Las Virgenes Unified	Indian Hills Continuation High	0	0	0	0	0	0	0	0	0	0	1617
19646831931781	Los Angeles	Las Virgenes Unified	Calabasas High	10	0	20	2	4	2	206	2	2	248	1617
19646911996438	Los Angeles	Lawndale Elementary	Environmental Charter High	79	0	6	0	1	13	2	1	1	103	1617
19647090100602	Los Angeles	Lennox	Lennox Mathematics, Science and Technology Academy	95	0	0	1	0	1	0	0	0	97	1617
19647091996313	Los Angeles	Lennox	Animo Leadership High	127	0	0	0	0	3	0	0	0	130	1617
19647250000000	Los Angeles	Long Beach Unified	District Office	0	0	0	0	0	0	0	0	0	0	1617
19647250000001	Los Angeles	Long Beach Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
19647250101741	Los Angeles	Long Beach Unified	Select Community Day (Secondary)	0	0	0	0	0	0	0	0	0	0	1617
19647250125153	Los Angeles	Long Beach Unified	Beach High-Intensive Learning Program	0	0	0	0	0	0	0	0	0	0	1617
19647250127381	Los Angeles	Long Beach Unified	Ernest S. McBride, Sr. High	38	1	7	1	9	7	33	6	3	105	1617
19647250131938	Los Angeles	Long Beach Unified	Clear Passage Educational Center	0	0	0	0	0	0	0	0	0	0	1617
19647251930411	Los Angeles	Long Beach Unified	Avalon K-12	19	0	0	0	0	0	12	0	0	31	1617
19647251934470	Los Angeles	Long Beach Unified	Jordan High	204	1	17	3	8	47	5	1	1	287	1617
19647251934678	Los Angeles	Long Beach Unified	Lakewood High	148	1	48	6	36	51	77	3	8	378	1617
19647251935758	Los Angeles	Long Beach Unified	Millikan High	247	1	13	5	21	30	122	3	7	449	1617
19647251936947	Los Angeles	Long Beach Unified	Polytechnic High	174	0	121	14	55	103	101	9	3	580	1617
19647251937176	Los Angeles	Long Beach Unified	Reid High	0	0	0	0	0	1	0	0	0	1	1617
19647251939875	Los Angeles	Long Beach Unified	Wilson High	219	0	38	7	14	35	137	5	10	465	1617
19647251995539	Los Angeles	Long Beach Unified	California Academy of Mathematics and Science	61	0	29	3	25	30	16	5	0	169	1617
19647251995570	Los Angeles	Long Beach Unified	Educational Partnership High	0	0	1	0	0	0	0	0	0	1	1617
19647251995935	Los Angeles	Long Beach Unified	Cabrillo High	132	0	13	3	42	32	5	1	0	228	1617
19647251996503	Los Angeles	Long Beach Unified	Renaissance High School for the Arts	23	0	3	0	1	20	8	0	0	55	1617
19647330000001	Los Angeles	Los Angeles Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	0	0	0	0	1617
19647330100677	Los Angeles	Los Angeles Unified	High Tech LA	33	3	6	0	3	0	36	1	1	83	1617
19647330100750	Los Angeles	Los Angeles Unified	Wallis Annenberg High	78	0	0	0	1	4	0	0	0	83	1617
19647330100776	Los Angeles	Los Angeles Unified	North Valley Military Institute College Preparator	22	0	0	0	0	0	0	1	0	23	1617
19647330100800	Los Angeles	Los Angeles Unified	Central City Value	79	0	0	0	1	1	0	0	0	81	1617
19647330101196	Los Angeles	Los Angeles Unified	ICEF View Park Preparatory Charter High	8	0	2	1	0	143	0	0	0	154	1617
19647330101329	Los Angeles	Los Angeles Unified	William J. Johnston Community Day	4	0	0	0	0	1	0	0	0	5	1617
19647330101659	Los Angeles	Los Angeles Unified	Crenshaw Arts-Technology Charter High	3	0	0	0	1	40	1	0	0	45	1617
19647330101675	Los Angeles	Los Angeles Unified	Oscar De La Hoya Animo Charter High	88	0	0	0	0	0	0	0	0	88	1617
19647330101683	Los Angeles	Los Angeles Unified	Renaissance Arts Academy	20	0	2	0	1	2	5	0	0	30	1617
19647330102137	Los Angeles	Los Angeles Unified	Aggeler Community Day	0	0	0	0	0	0	0	0	0	0	1617
19647330102434	Los Angeles	Los Angeles Unified	Animo South Los Angeles Charter	66	0	0	0	0	20	0	1	0	87	1617
19647330102541	Los Angeles	Los Angeles Unified	New Designs Charter	65	0	0	0	0	14	0	0	2	81	1617
19647330102764	Los Angeles	Los Angeles Unified	Richard A. Alonzo Community Day	5	0	0	0	0	0	0	0	0	5	1617
19647330102913	Los Angeles	Los Angeles Unified	Middle College High	51	0	0	0	1	15	1	0	0	68	1617
19647330102921	Los Angeles	Los Angeles Unified	Harbor Teacher Preparation Academy	60	0	5	3	20	12	7	1	1	109	1617
19647330106351	Los Angeles	Los Angeles Unified	Ivy Academia	15	0	5	0	1	1	14	0	0	36	1617
19647330106435	Los Angeles	Los Angeles Unified	Camino Nuevo Charter High	64	0	0	0	1	0	0	0	0	65	1617
19647330106831	Los Angeles	Los Angeles Unified	Animo Venice Charter High	99	0	0	0	0	2	1	0	0	102	1617
19647330106849	Los Angeles	Los Angeles Unified	Animo Pat Brown	118	0	0	0	0	2	0	0	0	120	1617
19647330106864	Los Angeles	Los Angeles Unified	Alliance Gertz-Ressler Richard Merkin 6-12 Complex	113	0	1	0	0	2	0	0	0	116	1617
19647330106997	Los Angeles	Los Angeles Unified	Orthopaedic Hospital	114	0	1	0	2	2	0	0	0	119	1617
19647330107003	Los Angeles	Los Angeles Unified	Northridge Academy High	85	0	3	0	6	2	34	3	0	133	1617
19647330107011	Los Angeles	Los Angeles Unified	International Studies Learning Center at Legacy Hi	70	0	0	0	0	0	0	0	0	70	1617
19647330107755	Los Angeles	Los Angeles Unified	Port of Los Angeles High	79	0	1	1	9	8	12	4	0	114	1617
19647330108878	Los Angeles	Los Angeles Unified	CHAMPS - Charter HS of Arts-Multimedia & Performin	40	0	6	1	0	11	51	14	0	123	1617
19647330108894	Los Angeles	Los Angeles Unified	Alliance Judy Ivie Burton Technology Academy High	126	0	0	0	0	5	0	0	0	131	1617
19647330108928	Los Angeles	Los Angeles Unified	Larchmont Charter	12	0	11	0	1	9	11	1	0	45	1617
19647330108936	Los Angeles	Los Angeles Unified	Alliance Collins Family College-Ready High	136	0	1	0	0	0	0	0	0	137	1617
19647330109447	Los Angeles	Los Angeles Unified	Santee Education Complex	155	0	0	0	0	6	1	0	0	162	1617
19647330109454	Los Angeles	Los Angeles Unified	South East High	234	1	0	0	0	3	0	0	0	238	1617
19647330109462	Los Angeles	Los Angeles Unified	Maywood Academy High	160	0	0	0	0	0	0	0	0	160	1617
19647330109512	Los Angeles	Los Angeles Unified	Cal Burke High	1	0	0	0	0	0	0	0	0	1	1617
19647330110304	Los Angeles	Los Angeles Unified	Los Angeles Academy of Arts & Enterprise Charter	43	0	0	0	1	0	0	0	0	44	1617
19647330110668	Los Angeles	Los Angeles Unified	Frida Kahlo High	3	0	0	0	0	0	0	0	0	3	1617
19647330111484	Los Angeles	Los Angeles Unified	New Village Girls Academy	26	0	0	0	1	1	0	1	0	29	1617
19647330111492	Los Angeles	Los Angeles Unified	Alliance Patti And Peter Neuwirth Leadership Acade	127	0	0	0	0	4	2	0	0	133	1617
19647330111500	Los Angeles	Los Angeles Unified	Alliance Dr. Olga Mohan High	103	0	0	0	0	1	0	0	0	104	1617
19647330111575	Los Angeles	Los Angeles Unified	Animo Ralph Bunche Charter High	74	1	0	0	0	0	0	0	0	75	1617
19647330111583	Los Angeles	Los Angeles Unified	Animo Jackie Robinson High	79	0	0	0	0	6	0	0	0	85	1617
19647330111625	Los Angeles	Los Angeles Unified	Animo Watts College Preparatory Academy	56	0	1	0	1	4	0	0	0	62	1617
19647330111641	Los Angeles	Los Angeles Unified	Alliance Ouchi-O'Donovan 6-12 Complex	113	1	0	0	0	8	0	0	0	122	1617
19647330111658	Los Angeles	Los Angeles Unified	Alliance Marc & Eva Stern Math and Science	134	3	2	0	2	1	0	0	0	142	1617
19647330112029	Los Angeles	Los Angeles Unified	School of Business and Tourism at Contreras Learni	53	0	2	1	2	0	0	0	0	58	1617
19647330112037	Los Angeles	Los Angeles Unified	East Valley Senior High	48	1	1	0	0	3	1	0	0	54	1617
19647330112045	Los Angeles	Los Angeles Unified	Arleta High	227	0	3	0	4	4	5	0	0	243	1617
19647330112052	Los Angeles	Los Angeles Unified	Panorama High	72	0	0	0	6	2	0	0	0	80	1617
19647330112508	Los Angeles	Los Angeles Unified	Bright Star Secondary Charter Academy	94	0	2	0	0	11	1	0	0	108	1617
19647330112870	Los Angeles	Los Angeles Unified	Contreras Learning Center-Los Angeles School of Gl	28	0	0	0	1	0	0	0	0	29	1617
19647330114850	Los Angeles	Los Angeles Unified	West Adams Preparatory High	135	0	2	0	0	3	0	0	0	140	1617
19647330115030	Los Angeles	Los Angeles Unified	Magnolia Science Academy 3	26	0	1	0	0	10	1	0	0	38	1617
19647330115212	Los Angeles	Los Angeles Unified	Magnolia Science Academy 2	15	0	4	0	3	1	7	1	0	31	1617
19647330115253	Los Angeles	Los Angeles Unified	Discovery Charter Preparatory School #2	70	0	0	0	0	0	0	0	0	70	1617
19647330116509	Los Angeles	Los Angeles Unified	Alliance Morgan McKinzie High	51	1	0	0	0	0	0	0	0	52	1617
19647330116954	Los Angeles	Los Angeles Unified	Jack London Community Day	3	0	0	0	0	0	1	0	0	4	1617
19647330117051	Los Angeles	Los Angeles Unified	Edward R. Roybal Learning Center	117	0	10	0	7	4	0	0	0	138	1617
19647330117069	Los Angeles	Los Angeles Unified	Helen Bernstein High	34	0	3	0	1	3	3	0	0	44	1617
19647330117077	Los Angeles	Los Angeles Unified	APEX Academy	31	0	1	0	0	0	0	1	0	33	1617
19647330117598	Los Angeles	Los Angeles Unified	Alliance Piera Barbaglia Shaheen Health Services A	83	0	0	0	0	9	1	0	0	93	1617
19647330117606	Los Angeles	Los Angeles Unified	Alliance Leichtman-Levine Family Foundation Enviro	118	0	6	0	3	1	4	0	0	132	1617
19647330117622	Los Angeles	Los Angeles Unified	Magnolia Science Academy 4	17	0	0	1	0	5	4	0	0	27	1617
19647330117721	Los Angeles	Los Angeles Unified	Contreras Learning Center-Academic Leadership Comm	47	0	0	0	1	0	0	1	0	49	1617
19647330117747	Los Angeles	Los Angeles Unified	Los Angeles High School of the Arts	37	0	7	0	6	2	1	0	0	53	1617
19647330117762	Los Angeles	Los Angeles Unified	School for the Visual Arts and Humanities	36	0	6	0	1	1	0	0	0	44	1617
19647330117911	Los Angeles	Los Angeles Unified	New Millennium Secondary	4	0	0	1	0	30	0	0	0	35	1617
19647330118588	Los Angeles	Los Angeles Unified	Alain Leroy Locke College Preparatory Academy	121	0	0	0	0	12	0	0	0	133	1617
19647330119651	Los Angeles	Los Angeles Unified	Sun Valley High	40	0	0	0	0	0	0	0	0	40	1617
19647330119685	Los Angeles	Los Angeles Unified	New Open World Academy K-12	56	0	7	0	1	3	0	0	0	67	1617
19647330119693	Los Angeles	Los Angeles Unified	UCLA Community K-12	41	0	14	0	3	0	0	0	0	58	1617
19647330119727	Los Angeles	Los Angeles Unified	Ramon C. Cortines School of Visual and Performing	164	1	14	1	11	14	25	3	0	233	1617
19647330119966	Los Angeles	Los Angeles Unified	Felicitas and Gonzalo Mendez High	76	0	0	0	0	1	1	0	0	78	1617
19647330120071	Los Angeles	Los Angeles Unified	New Designs Charter School-Watts	20	0	0	0	0	8	0	0	0	28	1617
19647330120360	Los Angeles	Los Angeles Unified	Daniel Pearl Journalism & Communications Magnet	38	1	2	0	6	4	20	1	0	72	1617
19647330120808	Los Angeles	Los Angeles Unified	Dorothy V. Johnson Community Day	0	0	0	0	0	0	0	0	0	0	1617
19647330121095	Los Angeles	Los Angeles Unified	Ambassador-Global Leadership	27	0	16	0	3	3	0	1	0	50	1617
19647330121285	Los Angeles	Los Angeles Unified	Alliance Cindy and Bill Simon Technology Academy H	99	0	0	0	0	10	0	0	0	109	1617
19647330121293	Los Angeles	Los Angeles Unified	Alliance Tennenbaum Family Technology High	68	1	3	0	4	0	1	0	0	77	1617
19647330122275	Los Angeles	Los Angeles Unified	Environmental and Social Policy Magnet	19	1	1	0	0	0	0	0	0	21	1617
19647330122333	Los Angeles	Los Angeles Unified	Math, Science, & Technology Magnet Academy at Roos	73	0	2	0	0	0	0	0	0	75	1617
19647330122341	Los Angeles	Los Angeles Unified	Esteban Torres East LA Performing Arts Magnet	58	0	0	0	0	1	1	0	0	60	1617
19647330122358	Los Angeles	Los Angeles Unified	Humanitas Academy of Art and Technology at Esteban	38	0	0	0	0	0	0	0	0	38	1617
19647330122366	Los Angeles	Los Angeles Unified	Social Justice Leadership Academy at Esteban E. To	32	0	0	0	0	0	0	0	0	32	1617
19647330122374	Los Angeles	Los Angeles Unified	East Los Angeles Renaissance Academy at Esteban E.	36	0	0	0	0	0	1	0	0	37	1617
19647330122382	Los Angeles	Los Angeles Unified	Engineering and Technology Academy at Esteban E. T	30	0	0	0	1	0	0	0	0	31	1617
19647330122606	Los Angeles	Los Angeles Unified	PUC Lakeview Charter High	36	0	2	0	1	1	1	0	1	42	1617
19647330123133	Los Angeles	Los Angeles Unified	Alliance Susan and Eric Smidt Technology High	106	4	1	0	0	3	1	0	0	115	1617
19647330123141	Los Angeles	Los Angeles Unified	Alliance Ted K. Tajima High	48	0	1	0	2	0	0	0	0	51	1617
19647330124362	Los Angeles	Los Angeles Unified	Valley Academy of Arts and Sciences	65	0	9	1	12	5	32	2	0	126	1617
19647330124370	Los Angeles	Los Angeles Unified	Cesar E. Chavez Learning Academy - Arts/Theatre/En	81	2	0	0	0	8	0	0	0	91	1617
19647330124388	Los Angeles	Los Angeles Unified	Cesar E. Chavez Learning Academies-Social Justice	106	0	0	0	0	2	3	0	0	111	1617
19647330124396	Los Angeles	Los Angeles Unified	Cesar E. Chavez Learning Academies-Academy of Scie	74	0	1	0	1	0	2	0	0	78	1617
19647330124404	Los Angeles	Los Angeles Unified	Cesar E. Chavez Learning Academies-Technology Prep	30	0	0	0	0	0	0	0	0	30	1617
19647330124412	Los Angeles	Los Angeles Unified	Los Angeles River at Sonia Sotomayor Learning Acad	38	0	0	0	0	1	0	0	0	39	1617
19647330124420	Los Angeles	Los Angeles Unified	School of History and Dramatic Arts at Sonia Sotom	37	0	1	0	1	1	2	0	0	42	1617
19647330124479	Los Angeles	Los Angeles Unified	Dr. Maya Angelou Community High	63	0	0	0	0	4	0	0	0	67	1617
19647330124487	Los Angeles	Los Angeles Unified	Public Service Community at Diego Rivera Learning	52	0	0	0	0	1	0	0	0	53	1617
19647330124495	Los Angeles	Los Angeles Unified	Communication and Technology at Diego Rivera Learn	57	0	0	0	0	0	0	0	0	57	1617
19647330124503	Los Angeles	Los Angeles Unified	Diego Rivera Learning Complex Green Design STEAM A	41	0	0	0	0	1	0	0	0	42	1617
19647330124511	Los Angeles	Los Angeles Unified	Performing Arts Community at Diego Rivera Learning	40	0	0	0	0	4	0	0	0	44	1617
19647330124529	Los Angeles	Los Angeles Unified	Rancho Dominguez Preparatory	46	1	3	2	7	21	3	0	0	83	1617
19647330124560	Los Angeles	Los Angeles Unified	Synergy Quantum Academy	151	0	0	0	0	5	0	0	0	156	1617
19647330124883	Los Angeles	Los Angeles Unified	Animo College Preparatory Academy	41	1	0	0	0	8	0	0	0	50	1617
19647330124891	Los Angeles	Los Angeles Unified	Alliance Renee and Meyer Luskin Academy High	87	0	0	0	0	16	0	0	0	103	1617
19647330124933	Los Angeles	Los Angeles Unified	PUC Early College Academy for Leaders and Scholars	68	1	3	0	2	0	0	0	0	74	1617
19647330125864	Los Angeles	Los Angeles Unified	Ednovate - USC Hybrid High	61	1	3	0	7	23	1	1	0	97	1617
19647330125989	Los Angeles	Los Angeles Unified	STEM Academy at Bernstein High	85	0	5	0	9	3	2	0	0	104	1617
19647330126136	Los Angeles	Los Angeles Unified	Math and Science College Preparatory	76	2	1	0	2	13	0	0	0	94	1617
19647330126474	Los Angeles	Los Angeles Unified	Hilda L. Solis Learning Academy School of Technolo	15	0	0	0	0	0	2	0	0	17	1617
19647330126482	Los Angeles	Los Angeles Unified	Augustus F. Hawkins High A Critical Design and Gam	55	0	0	0	0	8	0	0	0	63	1617
19647330126490	Los Angeles	Los Angeles Unified	Augustus F. Hawkins High B Community Health Advoca	59	0	0	0	0	5	0	0	0	64	1617
19647330126508	Los Angeles	Los Angeles Unified	Augustus F. Hawkins High C Responsible Indigenous	43	0	0	0	0	17	0	0	0	60	1617
19647330126516	Los Angeles	Los Angeles Unified	Linda Esperanza Marquez High A Huntington Park Ins	87	0	0	0	0	0	0	0	0	87	1617
19647330126524	Los Angeles	Los Angeles Unified	Linda Esperanza Marquez High B LIBRA Academy	100	0	0	0	0	0	1	0	0	101	1617
19647330126532	Los Angeles	Los Angeles Unified	Linda Esperanza Marquez High C School of Social Ju	66	0	0	0	0	1	1	0	0	68	1617
19647330126540	Los Angeles	Los Angeles Unified	Science, Technology, Engineering, Arts and Mathema	67	0	0	0	0	0	1	0	0	68	1617
19647330126557	Los Angeles	Los Angeles Unified	Visual and Performing Arts at Legacy High School C	42	0	0	0	0	0	0	0	0	42	1617
19647330126573	Los Angeles	Los Angeles Unified	Academy for Multilingual Arts and Science at Mervy	42	0	0	0	0	5	2	0	0	49	1617
19647330126615	Los Angeles	Los Angeles Unified	Academies of Education and Empowerment at Carson H	36	0	1	5	19	22	1	0	0	84	1617
19647330126623	Los Angeles	Los Angeles Unified	Academy of Medical Arts at Carson High	31	0	3	0	30	3	1	0	0	68	1617
19647330127787	Los Angeles	Los Angeles Unified	Humanities and Arts (HARTS) Academy of Los Angeles	31	0	1	3	3	8	5	1	0	52	1617
19647330127795	Los Angeles	Los Angeles Unified	Contreras Learning Center-School of Social Justice	57	0	0	0	2	0	0	0	0	59	1617
19647330127803	Los Angeles	Los Angeles Unified	Early College Academy-LA Trade Tech College	6	0	0	0	0	0	0	0	0	6	1617
19647330127852	Los Angeles	Los Angeles Unified	Executive Preparatory Academy of Finance	11	0	0	0	0	20	0	0	0	31	1617
19647330127894	Los Angeles	Los Angeles Unified	Valor Academy High	84	0	2	0	2	1	1	0	0	90	1617
19647330127910	Los Angeles	Los Angeles Unified	Camino Nuevo High #2	106	0	0	0	3	0	0	0	0	109	1617
19647330129536	Los Angeles	Los Angeles Unified	Boyle Heights STEM High	4	0	0	0	0	0	0	0	0	4	1617
19647330129627	Los Angeles	Los Angeles Unified	TEACH Tech Charter High	8	1	0	0	0	9	0	0	0	18	1617
19647330129775	Los Angeles	Los Angeles Unified	Banning Academies of Creative and Innovative Scien	29	0	0	0	1	2	0	0	0	32	1617
19647330130997	Los Angeles	Los Angeles Unified	Sylmar Biotech Health Academy	34	0	1	0	1	2	1	0	0	39	1617
19647330133272	Los Angeles	Los Angeles Unified	PUC Triumph Charter Academy and PUC Triumph Charte	80	0	0	0	0	2	0	0	0	82	1617
